Len = 108	V0----------------------------------------------------------------------------------------------------
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 4, 2], [4, 0, -2], [0, 5, 1], [5, 0, -1]]), ('Tree Num', '0'), ('TopologyCNT', '36'), ('Vin', 'VIII_0'), ('Vout', 'VII_1')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, 2], [3, 0, -2], [2, 5, 1], [5, 2, -1]]), ('Tree Num', '18'), ('TopologyCNT', '1468'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 5, -1], [5, 0, 1], [1, 4, -2], [4, 1, 2]]), ('Tree Num', '21'), ('TopologyCNT', '1723'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 5, -1], [5, 0, 1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '24'), ('TopologyCNT', '1971'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 4, -2], [4, 1, 2], [1, 5, -1], [5, 1, 1]]), ('Tree Num', '33'), ('TopologyCNT', '2703'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 4, -2], [4, 1, 2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '36'), ('TopologyCNT', '2951'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 5, -1], [5, 1, 1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '38'), ('TopologyCNT', '3107'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [2, 4, -2], [4, 2, 2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '40'), ('TopologyCNT', '3279'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 5, 1], [5, 0, -1], [1, 3, 2], [3, 1, -2]]), ('Tree Num', '46'), ('TopologyCNT', '3712'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 5, 1], [5, 0, -1], [2, 3, 2], [3, 2, -2]]), ('Tree Num', '53'), ('TopologyCNT', '4280'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 3, 2], [3, 1, -2], [1, 5, 1], [5, 1, -1]]), ('Tree Num', '58'), ('TopologyCNT', '4684'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 3, 2], [3, 1, -2], [2, 5, 1], [5, 2, -1]]), ('Tree Num', '61'), ('TopologyCNT', '4932'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 5, 1], [5, 1, -1], [2, 3, 2], [3, 2, -2]]), ('Tree Num', '65'), ('TopologyCNT', '5256'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [2, 3, 2], [3, 2, -2], [2, 5, 1], [5, 2, -1]]), ('Tree Num', '67'), ('TopologyCNT', '5428'), ('Vin', 'VIII_0'), ('Vout', 'VII_4')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 4, -1], [4, 0, 1], [0, 5, -2], [5, 0, 2]]), ('Tree Num', '0'), ('TopologyCNT', '35'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 2], [3, 0, -2], [0, 4, 1], [4, 0, -1]]), ('Tree Num', '8'), ('TopologyCNT', '644'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 4, -1], [4, 0, 1], [1, 5, -2], [5, 1, 2]]), ('Tree Num', '9'), ('TopologyCNT', '763'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 4, -1], [4, 0, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '12'), ('TopologyCNT', '1011'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 5, -2], [5, 0, 2], [1, 4, -1], [4, 1, 1]]), ('Tree Num', '21'), ('TopologyCNT', '1727'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 5, -2], [5, 0, 2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '24'), ('TopologyCNT', '1975'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 2], [3, 0, -2], [1, 4, 1], [4, 1, -1]]), ('Tree Num', '28'), ('TopologyCNT', '2252'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 2], [3, 0, -2], [2, 4, 1], [4, 2, -1]]), ('Tree Num', '32'), ('TopologyCNT', '2580'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 4, -1], [4, 1, 1], [1, 5, -2], [5, 1, 2]]), ('Tree Num', '33'), ('TopologyCNT', '2699'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 4, -1], [4, 1, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '36'), ('TopologyCNT', '2947'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 5, -2], [5, 1, 2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '38'), ('TopologyCNT', '3111'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [2, 4, -1], [4, 2, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '40'), ('TopologyCNT', '3275'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, 1], [4, 0, -1], [1, 3, 2], [3, 1, -2]]), ('Tree Num', '50'), ('TopologyCNT', '4008'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, 1], [4, 0, -1], [2, 3, 2], [3, 2, -2]]), ('Tree Num', '56'), ('TopologyCNT', '4496'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 3, 2], [3, 1, -2], [1, 4, 1], [4, 1, -1]]), ('Tree Num', '71'), ('TopologyCNT', '5716'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 3, 2], [3, 1, -2], [2, 4, 1], [4, 2, -1]]), ('Tree Num', '75'), ('TopologyCNT', '6044'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 4, 1], [4, 1, -1], [2, 3, 2], [3, 2, -2]]), ('Tree Num', '78'), ('TopologyCNT', '6280'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [2, 3, 2], [3, 2, -2], [2, 4, 1], [4, 2, -1]]), ('Tree Num', '80'), ('TopologyCNT', '6460'), ('Vin', 'VIII_0'), ('Vout', 'VII_5')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, -1], [3, 0, 1], [0, 5, -2], [5, 0, 2]]), ('Tree Num', '4'), ('TopologyCNT', '331'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 1], [3, 0, -1], [0, 4, 2], [4, 0, -2]]), ('Tree Num', '8'), ('TopologyCNT', '640'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, -1], [3, 0, 1], [1, 5, -2], [5, 1, 2]]), ('Tree Num', '15'), ('TopologyCNT', '1219'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, -1], [3, 0, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '18'), ('TopologyCNT', '1467'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 1], [3, 0, -1], [1, 4, 2], [4, 1, -2]]), ('Tree Num', '28'), ('TopologyCNT', '2248'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 1], [3, 0, -1], [2, 4, 2], [4, 2, -2]]), ('Tree Num', '32'), ('TopologyCNT', '2576'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 5, -2], [5, 0, 2], [1, 3, -1], [3, 1, 1]]), ('Tree Num', '46'), ('TopologyCNT', '3719'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, 2], [4, 0, -2], [1, 3, 1], [3, 1, -1]]), ('Tree Num', '50'), ('TopologyCNT', '4012'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 5, -2], [5, 0, 2], [2, 3, -1], [3, 2, 1]]), ('Tree Num', '53'), ('TopologyCNT', '4287'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, 2], [4, 0, -2], [2, 3, 1], [3, 2, -1]]), ('Tree Num', '56'), ('TopologyCNT', '4500'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 3, -1], [3, 1, 1], [1, 5, -2], [5, 1, 2]]), ('Tree Num', '58'), ('TopologyCNT', '4683'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 3, -1], [3, 1, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '61'), ('TopologyCNT', '4931'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 5, -2], [5, 1, 2], [2, 3, -1], [3, 2, 1]]), ('Tree Num', '65'), ('TopologyCNT', '5263'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [2, 3, -1], [3, 2, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '67'), ('TopologyCNT', '5427'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 3, 1], [3, 1, -1], [1, 4, 2], [4, 1, -2]]), ('Tree Num', '71'), ('TopologyCNT', '5712'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 3, 1], [3, 1, -1], [2, 4, 2], [4, 2, -2]]), ('Tree Num', '75'), ('TopologyCNT', '6040'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 4, 2], [4, 1, -2], [2, 3, 1], [3, 2, -1]]), ('Tree Num', '78'), ('TopologyCNT', '6284'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [2, 3, 1], [3, 2, -1], [2, 4, 2], [4, 2, -2]]), ('Tree Num', '80'), ('TopologyCNT', '6456'), ('Vin', 'VIII_0'), ('Vout', 'VII_6')])


Len = 54	V1----------------------------------------------------------------------------------------------------
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 4, 2], [4, 0, -2], [0, 5, 1], [5, 0, -1]]), ('Tree Num', '4'), ('TopologyCNT', '356'), ('Vin', 'VIII_1'), ('Vout', 'VII_1')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 4, 2], [4, 0, -2], [1, 5, -1], [5, 1, 1]]), ('Tree Num', '15'), ('TopologyCNT', '1245'), ('Vin', 'VIII_1'), ('Vout', 'VII_1')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 4, 2], [4, 0, -2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '18'), ('TopologyCNT', '1493'), ('Vin', 'VIII_1'), ('Vout', 'VII_1')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 5, 1], [5, 0, -1], [1, 3, -2], [3, 1, 2]]), ('Tree Num', '22'), ('TopologyCNT', '1793'), ('Vin', 'VIII_1'), ('Vout', 'VII_1')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 5, 1], [5, 0, -1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '29'), ('TopologyCNT', '2361'), ('Vin', 'VIII_1'), ('Vout', 'VII_1')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 3, -2], [3, 1, 2], [1, 5, -1], [5, 1, 1]]), ('Tree Num', '34'), ('TopologyCNT', '2767'), ('Vin', 'VIII_1'), ('Vout', 'VII_1')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 3, -2], [3, 1, 2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '37'), ('TopologyCNT', '3015'), ('Vin', 'VIII_1'), ('Vout', 'VII_1')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 5, -1], [5, 1, 1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '41'), ('TopologyCNT', '3339'), ('Vin', 'VIII_1'), ('Vout', 'VII_1')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [2, 3, -2], [3, 2, 2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '43'), ('TopologyCNT', '3511'), ('Vin', 'VIII_1'), ('Vout', 'VII_1')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, 1], [4, 0, -1], [0, 5, 2], [5, 0, -2]]), ('Tree Num', '8'), ('TopologyCNT', '672'), ('Vin', 'VIII_1'), ('Vout', 'VII_2')])
